birthday,unique_city,avg_postcode,median_postcode
2024-01-05 05:00:00,26,56699.96153846154,57060.0
2024-01-05 06:00:00,15,59261.666666666664,49730.0
2024-01-05 07:00:00,24,48876.458333333336,47445.5
2024-01-05 08:00:00,25,50338.28,43137.0
2024-01-05 09:00:00,18,58724.333333333336,63034.5
2024-01-05 10:00:00,16,46647.0625,51479.5
2024-01-05 11:00:00,27,53369.333333333336,44843.0
2024-01-05 12:00:00,23,53323.95652173913,56712.0
2024-01-05 13:00:00,15,36920.933333333334,31613.0
2024-01-05 14:00:00,26,52314.653846153844,56657.5
2024-01-05 15:00:00,23,54083.17391304348,50262.0
2024-01-05 16:00:00,18,57653.22222222222,61978.5
2024-01-05 17:00:00,17,41414.17647058824,41406.0
2024-01-05 18:00:00,23,47341.65217391304,47482.0
2024-01-05 19:00:00,18,56997.444444444445,66573.0
2024-01-05 20:00:00,21,51387.04761904762,53238.0
2024-01-05 21:00:00,14,44529.42857142857,47796.0
2024-01-05 22:00:00,18,55705.333333333336,56046.5
2024-01-05 23:00:00,14,45495.92857142857,49897.0
2024-01-06 00:00:00,27,55811.88888888889,61609.0
2024-01-06 03:00:00,22,55357.63636363636,65696.0
2024-01-06 04:00:00,14,48414.71428571428,43778.5
2024-01-06 05:00:00,22,48058.545454545456,42098.0
2024-01-06 06:00:00,13,45213.769230769234,42298.0
2024-01-06 07:00:00,17,44900.05882352941,39173.0
2024-01-06 08:00:00,19,42930.31578947369,40883.0
2024-01-06 09:00:00,19,46342.26315789474,44389.0
2024-01-06 10:00:00,15,62182.0,69564.0
2024-01-06 11:00:00,19,60573.57894736842,61290.0
2024-01-06 12:00:00,15,63664.066666666666,67346.0
2024-01-06 13:00:00,17,58716.94117647059,51575.0
2024-01-06 14:00:00,21,54737.57142857143,64403.0
2024-01-06 15:00:00,22,37824.27272727273,30461.5
2024-01-06 16:00:00,25,44482.76,42133.0
2024-01-06 17:00:00,17,49472.529411764706,45537.0
2024-01-06 18:00:00,26,55879.38461538462,64103.5
2024-01-06 19:00:00,28,49713.42857142857,53203.0
2024-01-06 20:00:00,20,45625.9,46860.5
2024-01-06 21:00:00,14,38992.642857142855,37124.5
2024-01-06 22:00:00,20,51360.8,51477.5
2024-01-06 23:00:00,20,44368.05,35298.0
2024-01-07 00:00:00,24,55881.333333333336,51980.0
2024-01-07 03:00:00,19,36664.89473684211,37030.0
2024-01-07 04:00:00,14,41552.57142857143,32604.0
2024-01-07 05:00:00,27,51520.555555555555,55699.0
2024-01-07 06:00:00,15,52875.73333333333,49678.0
2024-01-07 07:00:00,13,46163.692307692305,41464.0
2024-01-07 08:00:00,14,48224.21428571428,45808.0
2024-01-07 09:00:00,19,64881.21052631579,69888.0
2024-01-07 10:00:00,16,47256.1875,39816.0
2024-01-07 11:00:00,17,46695.76470588235,37858.0
2024-01-07 12:00:00,19,49166.9,52503.0
2024-01-07 13:00:00,20,59024.5,67060.5
2024-01-07 14:00:00,17,52008.82352941176,53372.0
2024-01-07 15:00:00,19,46182.52631578947,30656.0
2024-01-07 16:00:00,15,50240.73333333333,61949.0
2024-01-07 17:00:00,18,57898.944444444445,57083.5
2024-01-07 18:00:00,23,65441.30434782609,70491.0
2024-01-07 19:00:00,23,50071.47826086957,40864.0
2024-01-07 20:00:00,19,51443.94736842105,62666.0
2024-01-07 21:00:00,18,58114.444444444445,60954.5
2024-01-07 22:00:00,20,41599.15,40714.5
2024-01-07 23:00:00,26,45390.46153846154,41167.5
2024-01-08 00:00:00,29,51094.724137931036,46460.0
2024-01-08 03:00:00,18,52299.5,54632.0
2024-01-08 04:00:00,21,43480.619047619046,44821.0
2024-01-08 05:00:00,23,58503.86956521739,59579.0
2024-01-08 06:00:00,16,46747.625,45958.5
2024-01-08 07:00:00,29,48625.41379310345,41501.0
2024-01-08 08:00:00,15,61262.4,59728.0
2024-01-08 09:00:00,22,56158.818181818184,63756.0
2024-01-08 10:00:00,18,52845.333333333336,54462.5
2024-01-08 11:00:00,18,42235.11111111111,36331.5
2024-01-08 12:00:00,27,49039.555555555555,48300.0
2024-01-08 13:00:00,26,47928.730769230766,38914.0
2024-01-08 14:00:00,21,40929.04761904762,38791.0
2024-01-08 15:00:00,12,41678.916666666664,38329.5
2024-01-08 16:00:00,24,46856.583333333336,46956.0
2024-01-08 17:00:00,22,47284.36363636364,43911.5
2024-01-08 18:00:00,24,50359.0,42510.5
2024-01-08 19:00:00,15,53656.4,67308.0
2024-01-08 20:00:00,21,49011.333333333336,48377.0
2024-01-08 21:00:00,25,52876.28,55684.0
2024-01-08 22:00:00,17,30159.352941176472,24616.0
2024-01-08 23:00:00,14,56140.642857142855,58432.0
2024-01-09 00:00:00,28,45707.96428571428,50618.5
2024-01-09 03:00:00,15,48530.26666666667,48474.0
2024-01-09 04:00:00,18,57246.333333333336,58466.0
2024-01-09 05:00:00,23,48995.82608695652,53326.0
2024-01-09 06:00:00,15,49537.8,52832.0
2024-01-09 07:00:00,17,58078.117647058825,53120.0
2024-01-09 08:00:00,25,52042.24,50703.0
2024-01-09 09:00:00,21,47431.57142857143,46757.0
2024-01-09 10:00:00,26,54360.846153846156,49997.0
2024-01-09 11:00:00,18,51425.22222222222,53737.0
2024-01-09 12:00:00,22,52563.63636363636,58647.0
2024-01-09 13:00:00,21,49017.90476190476,42279.0
2024-01-09 14:00:00,17,55155.82352941176,56907.0
2024-01-09 15:00:00,28,44096.142857142855,34053.0
2024-01-09 16:00:00,21,50077.71428571428,59285.0
2024-01-09 17:00:00,21,41024.857142857145,37372.0
2024-01-09 18:00:00,20,50785.65,55229.5
2024-01-09 19:00:00,14,45935.5,42540.0
2024-01-09 20:00:00,18,54190.055555555555,58359.0
2024-01-09 21:00:00,12,54573.916666666664,56959.0
2024-01-09 22:00:00,17,49124.94117647059,59090.0
2024-01-09 23:00:00,23,49960.13043478261,53416.0
2024-01-10 00:00:00,19,52226.89473684211,55740.0
2024-01-10 03:00:00,20,49059.9,47825.5
2024-01-10 04:00:00,18,59670.11111111111,65365.5
2024-01-10 05:00:00,14,55391.71428571428,54463.0
2024-01-10 06:00:00,15,65167.666666666664,71339.0
2024-01-10 07:00:00,19,59449.57894736842,61737.0
2024-01-10 08:00:00,15,35709.066666666666,26182.0
2024-01-10 09:00:00,12,46804.583333333336,50258.5
2024-01-10 10:00:00,14,43253.53333333333,36834.0
2024-01-10 11:00:00,23,48473.30434782609,45499.0
2024-01-10 12:00:00,16,49275.6875,48315.0
2024-01-10 13:00:00,20,49370.55,55743.5
2024-01-10 14:00:00,22,49805.0,51362.5
2024-01-10 15:00:00,20,53827.75,52618.5
2024-01-10 16:00:00,18,47943.27777777778,52725.0
2024-01-10 17:00:00,19,52384.31578947369,52191.0
2024-01-10 18:00:00,9,55181.77777777778,46243.0
2024-01-10 19:00:00,31,49716.87096774193,50943.0
2024-01-10 20:00:00,18,51455.055555555555,57403.0
2024-01-10 21:00:00,16,43961.3125,40616.0
2024-01-10 22:00:00,15,44601.26666666667,44853.0
2024-01-10 23:00:00,17,47718.529411764706,47526.0
2024-01-11 00:00:00,20,53751.95,62972.5
2024-01-11 03:00:00,22,50829.045454545456,55469.5
2024-01-11 04:00:00,17,50446.882352941175,46622.0
2024-01-11 05:00:00,27,42492.25925925926,35166.0
2024-01-11 06:00:00,19,54116.73684210526,51322.0
2024-01-11 07:00:00,15,46409.066666666666,38059.0
2024-01-11 08:00:00,21,36281.857142857145,26868.0
2024-01-11 09:00:00,17,39815.23529411765,33342.0
2024-01-11 10:00:00,21,46976.28571428572,53309.0
2024-01-11 11:00:00,30,53802.433333333334,53338.5
2024-01-11 12:00:00,18,47670.055555555555,51355.5
2024-01-11 13:00:00,14,51497.42857142857,53311.5
2024-01-11 14:00:00,15,35927.333333333336,27517.0
2024-01-11 15:00:00,14,61440.21428571428,61177.5
2024-01-11 16:00:00,17,58579.23529411765,68210.0
2024-01-11 17:00:00,10,54340.9,56479.5
2024-01-11 18:00:00,15,64287.0,62724.0
2024-01-11 19:00:00,17,56924.529411764706,59036.0
2024-01-11 20:00:00,24,49863.5,45489.5
2024-01-11 21:00:00,15,53767.8,55337.0
2024-01-11 22:00:00,27,49380.7037037037,47552.0
2024-01-11 23:00:00,30,42756.13333333333,42491.5
2024-01-12 00:00:00,20,51596.35,52531.0
2024-01-12 03:00:00,15,49914.933333333334,51001.0
2024-01-12 04:00:00,22,48758.681818181816,46765.0
2024-01-12 05:00:00,19,47324.0,43537.0
2024-01-12 06:00:00,27,51099.96296296296,47008.0
2024-01-12 07:00:00,20,51365.45,44572.0
2024-01-12 08:00:00,19,48444.73684210526,52760.0
2024-01-12 09:00:00,19,51030.15789473684,66614.0
2024-01-12 10:00:00,28,51507.71428571428,56868.0
2024-01-12 11:00:00,23,40833.65217391304,37127.0
2024-01-12 12:00:00,15,46966.13333333333,52766.0
2024-01-12 13:00:00,17,38560.0,39526.0
2024-01-12 14:00:00,20,47624.15,43208.5
2024-01-12 15:00:00,32,47177.65625,45830.0
2024-01-12 16:00:00,21,56280.80952380953,56484.0
2024-01-12 17:00:00,21,48293.52380952381,55215.0
2024-01-12 18:00:00,13,59286.692307692305,64429.0
2024-01-12 19:00:00,21,55573.142857142855,58191.0
2024-01-12 20:00:00,14,33311.0,25851.5
2024-01-12 21:00:00,14,51550.5,53141.0
2024-01-12 22:00:00,13,57169.307692307695,63155.0
2024-01-12 23:00:00,19,49599.21052631579,49304.0
2024-01-13 00:00:00,19,43585.26315789474,52007.0
2024-01-13 03:00:00,24,54466.791666666664,57216.5
2024-01-13 04:00:00,11,52875.63636363636,56211.0
2024-01-13 05:00:00,22,50144.13636363636,51096.5
2024-01-13 06:00:00,20,50580.1,50400.0
2024-01-13 07:00:00,20,42251.9,40454.0
2024-01-13 08:00:00,22,50587.681818181816,49990.0
2024-01-13 09:00:00,28,48119.5,42181.0
2024-01-13 10:00:00,15,48413.46666666667,55952.0
2024-01-13 11:00:00,21,44372.619047619046,37639.0
2024-01-13 12:00:00,17,43587.05882352941,37108.0
2024-01-13 13:00:00,18,58574.5,57866.5
2024-01-13 14:00:00,16,45810.75,43350.0
2024-01-13 15:00:00,26,51567.92307692308,50420.5
2024-01-13 16:00:00,17,44698.82352941176,39002.0
2024-01-13 17:00:00,24,47030.041666666664,51298.5
2024-01-13 18:00:00,23,51456.782608695656,41027.0
2024-01-13 19:00:00,29,42505.1724137931,43081.0
2024-01-13 20:00:00,16,45725.1875,38982.5
2024-01-13 21:00:00,22,61687.782608695656,72153.0
2024-01-13 22:00:00,17,49030.117647058825,39689.0
2024-01-13 23:00:00,25,48475.28,51172.0
2024-01-14 00:00:00,17,66029.88235294117,76464.0
2024-01-14 03:00:00,27,52968.22222222222,51181.0
2024-01-14 04:00:00,24,56308.25,60135.0
2024-01-14 05:00:00,20,62870.2,73597.5
2024-01-14 06:00:00,22,42742.545454545456,33790.0
2024-01-14 07:00:00,16,45525.9375,39882.0
2024-01-14 08:00:00,22,58875.90909090909,59812.0
2024-01-14 09:00:00,17,51699.94117647059,51484.0
2024-01-14 10:00:00,15,48246.066666666666,46005.0
2024-01-14 11:00:00,25,49924.08,48240.0
2024-01-14 12:00:00,21,38469.76190476191,34044.0
2024-01-14 13:00:00,18,52972.333333333336,47193.0
2024-01-14 14:00:00,22,52234.0,49394.0
2024-01-14 15:00:00,21,52308.666666666664,57101.0
2024-01-14 16:00:00,25,51606.52,50145.0
2024-01-14 17:00:00,18,56087.5,49083.0
2024-01-14 18:00:00,13,51061.07692307692,55110.0
2024-01-14 19:00:00,20,44394.55,39279.5
2024-01-14 20:00:00,17,57158.05882352941,49209.0
2024-01-14 21:00:00,8,65044.875,67062.0
2024-01-14 22:00:00,21,48517.857142857145,49577.0
2024-01-14 23:00:00,21,50949.0,50697.0
2024-01-15 00:00:00,16,45074.1875,42914.5
2024-01-15 03:00:00,26,45074.03846153846,38285.5
2024-01-15 04:00:00,18,51826.444444444445,62366.0
2024-01-15 05:00:00,18,52145.666666666664,54716.5
2024-01-15 06:00:00,15,48441.4,45774.0
2024-01-15 07:00:00,17,56885.58823529412,46930.0
2024-01-15 08:00:00,21,53983.857142857145,59116.0
2024-01-15 09:00:00,24,51764.583333333336,60156.5
2024-01-15 10:00:00,17,40463.05882352941,44777.0
2024-01-15 11:00:00,17,57464.82352941176,68408.0
2024-01-15 12:00:00,23,48033.458333333336,55878.5
2024-01-15 13:00:00,15,44336.73333333333,35935.0
2024-01-15 14:00:00,15,44748.2,47070.0
2024-01-15 15:00:00,15,44467.53333333333,40243.0
2024-01-15 16:00:00,18,52634.666666666664,55382.0
2024-01-15 17:00:00,15,57064.86666666667,62847.0
2024-01-15 18:00:00,14,43011.71428571428,40859.0
2024-01-15 19:00:00,18,47578.666666666664,48602.0
2024-01-15 20:00:00,16,46024.125,60124.0
2024-01-15 21:00:00,9,60051.22222222222,68894.0
2024-01-15 22:00:00,17,54567.41176470588,56082.0
2024-01-15 23:00:00,19,48945.42105263158,43634.0
2024-01-16 00:00:00,14,52670.357142857145,49074.5
2024-01-16 03:00:00,14,52574.357142857145,52355.5
2024-01-16 04:00:00,20,53688.55,57996.5
2024-01-16 05:00:00,26,50395.653846153844,53372.0
2024-01-16 06:00:00,20,53100.6,58031.5
2024-01-16 07:00:00,20,49260.5,46858.0
2024-01-16 08:00:00,16,61072.3125,61621.0
2024-01-16 09:00:00,22,46155.181818181816,39349.5
2024-01-16 10:00:00,19,49341.05263157895,45333.0
2024-01-16 11:00:00,13,45969.38461538462,42021.0
2024-01-16 12:00:00,21,45507.28571428572,47175.0
2024-01-16 13:00:00,19,38711.78947368421,37822.0
2024-01-16 14:00:00,17,57409.58823529412,57023.0
2024-01-16 15:00:00,19,53369.57894736842,66155.0
2024-01-16 16:00:00,22,49264.545454545456,47601.5
2024-01-16 17:00:00,8,54638.125,58269.0
2024-01-16 18:00:00,25,45914.08,40046.0
2024-01-16 19:00:00,17,58309.05882352941,63450.0
2024-01-16 20:00:00,23,51276.0,51587.0
2024-01-16 21:00:00,17,51515.0,54241.0
2024-01-16 22:00:00,18,41773.555555555555,35291.0
2024-01-16 23:00:00,24,51214.291666666664,49004.0
2024-01-17 00:00:00,21,48310.09523809524,48281.0
2024-01-17 03:00:00,15,55410.8,51412.0
2024-01-17 04:00:00,15,50942.6,58357.0
2024-01-17 05:00:00,13,50119.53846153846,47488.0
2024-01-17 06:00:00,19,48765.47368421053,47715.0
2024-01-17 07:00:00,22,42182.181818181816,43626.5
2024-01-17 08:00:00,17,50309.82352941176,54523.0
2024-01-17 09:00:00,23,52876.86956521739,60985.0
2024-01-17 10:00:00,14,56790.28571428572,54796.5
2024-01-17 11:00:00,21,49682.09523809524,55965.0
2024-01-17 12:00:00,24,56116.666666666664,57542.0
2024-01-17 13:00:00,22,52960.5,56646.5
2024-01-17 14:00:00,16,49574.25,41231.5
2024-01-17 15:00:00,13,55317.92307692308,50154.0
2024-01-17 16:00:00,9,60402.333333333336,61514.0
2024-01-17 17:00:00,19,52855.31578947369,46088.0
2024-01-17 18:00:00,11,44347.818181818184,36884.0
2024-01-17 19:00:00,20,47975.55,45717.5
2024-01-17 20:00:00,24,55887.5,60676.0
2024-01-17 21:00:00,21,49506.333333333336,45930.0
2024-01-17 22:00:00,20,54508.9,53244.0
2024-01-17 23:00:00,18,38970.666666666664,35927.0
2024-01-18 00:00:00,17,41279.23529411765,34338.0
2024-01-18 03:00:00,15,61463.86666666667,64331.0
2024-01-18 04:00:00,19,53660.89473684211,55722.0
2024-01-18 05:00:00,21,60449.57142857143,62089.0
2024-01-18 06:00:00,25,46777.4,42566.0
2024-01-18 07:00:00,14,44806.42857142857,39017.0
2024-01-18 08:00:00,15,50467.4,54103.0
2024-01-18 09:00:00,14,50964.21428571428,55446.0
2024-01-18 10:00:00,19,49912.89473684211,45357.0
2024-01-18 11:00:00,21,55012.95238095238,57151.0
2024-01-18 12:00:00,18,58998.61111111111,75329.5
2024-01-18 13:00:00,14,38644.357142857145,34220.5
2024-01-18 14:00:00,14,54419.142857142855,52323.0
2024-01-18 15:00:00,12,56125.0,51940.0
2024-01-18 16:00:00,14,37925.357142857145,38474.5
2024-01-18 17:00:00,21,46583.23809523809,56909.0
2024-01-18 18:00:00,23,49816.913043478264,49899.0
2024-01-18 19:00:00,27,44903.03703703704,36571.0
2024-01-18 20:00:00,21,52572.09523809524,54509.0
2024-01-18 21:00:00,15,43764.13333333333,34436.0
2024-01-18 22:00:00,18,51183.27777777778,49360.0
2024-01-18 23:00:00,16,57386.625,64216.5
2024-01-19 00:00:00,22,62842.545454545456,71729.5
2024-01-19 03:00:00,33,52832.969696969696,55976.0
2024-01-19 04:00:00,20,44542.3,45806.5
2024-01-19 05:00:00,26,44558.769230769234,42007.5
2024-01-19 06:00:00,13,57934.38461538462,72469.0
2024-01-19 07:00:00,21,38817.42857142857,31560.0
2024-01-19 08:00:00,17,54318.117647058825,56075.0
2024-01-19 09:00:00,20,53729.5,53345.5
2024-01-19 10:00:00,28,50266.142857142855,50834.0
2024-01-19 11:00:00,17,41194.82352941176,43230.0
2024-01-19 12:00:00,20,49007.0,43874.0
2024-01-19 13:00:00,20,42276.9,31248.0
2024-01-19 14:00:00,11,39570.181818181816,40032.0
2024-01-19 15:00:00,15,41502.73333333333,37176.0
2024-01-19 16:00:00,21,54896.09523809524,59068.0
2024-01-19 17:00:00,25,51086.08,57114.0
2024-01-19 18:00:00,17,50928.64705882353,52958.0
2024-01-19 19:00:00,17,40458.0,32147.0
2024-01-19 20:00:00,25,54328.32,57948.0
2024-01-19 21:00:00,24,46095.541666666664,46248.0
2024-01-19 22:00:00,22,55204.13636363636,58000.5
2024-01-19 23:00:00,24,44409.041666666664,44187.5
2024-01-20 00:00:00,22,53491.0,54953.5
2024-01-20 03:00:00,17,26808.764705882353,20337.0
2024-01-20 04:00:00,17,41825.05882352941,46266.0
2024-01-20 05:00:00,27,45941.77777777778,43735.0
2024-01-20 06:00:00,12,48932.583333333336,49539.5
2024-01-20 07:00:00,21,46757.76190476191,51783.0
2024-01-20 08:00:00,20,35711.5,24317.0
2024-01-20 09:00:00,22,57745.86363636364,66187.0
2024-01-20 10:00:00,24,42449.5,34213.0
2024-01-20 11:00:00,15,46185.933333333334,34917.0
2024-01-20 12:00:00,25,45635.08,35761.0
2024-01-20 13:00:00,12,48515.833333333336,46556.5
2024-01-20 14:00:00,20,52175.4,53638.5
2024-01-20 15:00:00,16,66442.375,72433.5
2024-01-20 16:00:00,24,56103.75,51793.0
2024-01-20 17:00:00,20,52760.8,54574.5
2024-01-20 18:00:00,23,61097.217391304344,62533.0
2024-01-20 19:00:00,21,52760.0,53754.0
2024-01-20 20:00:00,15,49633.333333333336,49917.0
2024-01-20 21:00:00,12,34066.666666666664,32412.5
2024-01-20 22:00:00,19,44592.89473684211,39215.0
2024-01-20 23:00:00,12,33162.583333333336,32051.5
2024-01-21 00:00:00,26,55409.0,58197.0
2024-01-21 03:00:00,34,52203.205882352944,49932.0
2024-01-21 04:00:00,22,36245.5,23565.0
2024-01-21 05:00:00,21,40963.80952380953,39524.0
2024-01-21 06:00:00,21,46923.857142857145,47761.0
2024-01-21 07:00:00,24,49245.625,42738.5
2024-01-21 08:00:00,20,35367.1,23743.0
2024-01-21 09:00:00,19,52195.0,59346.0
2024-01-21 10:00:00,20,51986.25,57295.5
2024-01-21 11:00:00,14,59184.642857142855,74875.0
2024-01-21 12:00:00,12,56016.833333333336,63902.5
2024-01-21 13:00:00,24,48831.125,55712.5
2024-01-21 14:00:00,35,50649.2,47181.0
2024-01-21 15:00:00,14,49186.28571428572,46987.0
2024-01-21 16:00:00,16,52818.75,54998.0
2024-01-21 17:00:00,16,50702.4375,50393.0
2024-01-21 18:00:00,15,43293.86666666667,41459.0
2024-01-21 19:00:00,15,27140.333333333332,19384.0
2024-01-21 20:00:00,25,43707.84,45272.0
2024-01-21 21:00:00,20,45112.45,49668.0
2024-01-21 22:00:00,26,47352.03846153846,44204.0
2024-01-21 23:00:00,23,47098.0,43883.0
2024-01-22 00:00:00,20,41838.45,39452.5
2024-01-22 03:00:00,19,58088.52631578947,61307.0
2024-01-22 04:00:00,16,46761.1875,40469.5
2024-01-22 05:00:00,19,51945.68421052631,53557.0
2024-01-22 06:00:00,23,59954.0,68759.0
2024-01-22 07:00:00,17,59095.470588235294,65143.0
2024-01-22 08:00:00,20,46876.5,36730.5
2024-01-22 09:00:00,15,61630.6,59769.0
2024-01-22 10:00:00,17,55203.64705882353,53913.0
2024-01-22 11:00:00,15,51282.4,49808.0
2024-01-22 12:00:00,17,42671.76470588235,38196.0
2024-01-22 13:00:00,21,36657.23809523809,32453.0
2024-01-22 14:00:00,25,54783.08,55592.0
2024-01-22 15:00:00,15,38968.666666666664,31745.0
2024-01-22 16:00:00,19,47810.52631578947,54366.0
2024-01-22 17:00:00,17,46528.0,45204.0
2024-01-22 18:00:00,18,55289.333333333336,57484.5
2024-01-22 19:00:00,20,49621.95238095238,50674.0
2024-01-22 20:00:00,16,53612.875,59305.0
2024-01-22 21:00:00,26,50185.307692307695,50106.0
2024-01-22 22:00:00,20,46896.3,48000.0
2024-01-22 23:00:00,18,56957.22222222222,53683.0
2024-01-23 00:00:00,15,46494.333333333336,51599.0
2024-01-23 03:00:00,15,42167.53333333333,44728.0
2024-01-23 04:00:00,22,51551.954545454544,48451.5
2024-01-23 05:00:00,15,41119.8,31521.0
2024-01-23 06:00:00,22,50364.63636363636,56991.0
2024-01-23 07:00:00,27,49819.37037037037,50555.0
2024-01-23 08:00:00,21,60360.57142857143,74264.0
2024-01-23 09:00:00,19,61111.47368421053,58898.0
2024-01-23 10:00:00,22,52993.59090909091,53495.0
2024-01-23 11:00:00,23,48927.391304347824,43494.0
2024-01-23 12:00:00,21,45604.857142857145,42921.0
2024-01-23 13:00:00,23,53661.52173913043,55331.0
2024-01-23 14:00:00,23,51172.208333333336,51035.5
2024-01-23 15:00:00,20,51312.45,57001.5
2024-01-23 16:00:00,19,58045.21052631579,60769.0
2024-01-23 17:00:00,16,40363.9375,43161.5
2024-01-23 18:00:00,19,39353.36842105263,30482.0
2024-01-23 19:00:00,21,43773.71428571428,30287.0
2024-01-23 20:00:00,22,51216.59090909091,51564.5
2024-01-23 21:00:00,16,49254.75,44334.0
2024-01-23 22:00:00,17,50351.35294117647,52017.0
2024-01-23 23:00:00,22,48074.40909090909,45520.5
2024-01-24 00:00:00,22,54587.77272727273,63577.0
2024-01-24 03:00:00,19,51806.94736842105,53757.0
2024-01-24 04:00:00,23,49670.34782608696,37581.0
2024-01-24 05:00:00,16,53583.1875,54465.5
2024-01-24 06:00:00,21,42111.666666666664,43267.0
2024-01-24 07:00:00,25,53842.8,52518.0
2024-01-24 08:00:00,15,54314.066666666666,60785.0
